address,bathrooms,bedrooms,buildYear,floorAreaSqm,id,isAgentVerified,isVerifiedListing,listingFeatures/0,listingFeatures/1,listingFeatures/2,listingFeatures/3,listingFeatures/4,listingFeatures/5,mrt/nearbyText,postedOn,price,pricePerAreaText,pricePerSqm,propertyType,psfText,recencyText,tenure,thumbnail,title,url,room_category,row_index,listing_id,final_url,page_title,verdict
742 Tampines Street 72,2,3,Built: 1996,100,60167301,FALSE,FALSE,3,2,"1,076 sqft",HDB Flat,99-year Leasehold,Built: 1996,NA,19 Mar 2026,630000,S$ 585.50 psf,S$ 585.50 psf,For Sale,S$ 585.50 psf,"Listed on Mar 19, 2026 (1h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60167301/UPHO.157133055.V550/742-Tampines-Street-72-Pasir-Ris-Tampines-Singapore.jpg,742 Tampines Street 72,https://www.propertyguru.com.sg/listing/hdb-for-sale-742-tampines-street-72-60167301,3-room,516,60167301,https://www.propertyguru.com.sg/listing/hdb-for-sale-742-tampines-street-72-60167301,"742 Tampines Street 72 HDB Flat For Sale at S$ 630,000 | PropertyGuru Singapore",active_listing
530A Pasir Ris Drive 1,2,3,Built: 2015,86,60193814,FALSE,FALSE,3,2,926 sqft,HDB Flat,99-year Leasehold,Built: 2015,3 min (280 m) from CP1 Pasir Ris MRT Station,19 Mar 2026,859999,S$ 928.72 psf,S$ 928.72 psf,For Sale,S$ 928.72 psf,"Listed on Mar 19, 2026 (1h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60193814/UPHO.157494302.V550/530A-Pasir-Ris-Drive-1-Pasir-Ris-Tampines-Singapore.jpg,530A Pasir Ris Drive 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-530a-pasir-ris-drive-1-60193814,3-room,517,60193814,https://www.propertyguru.com.sg/listing/hdb-for-sale-530a-pasir-ris-drive-1-60193814,"530A Pasir Ris Drive 1 HDB Flat For Sale at S$ 859,999 | PropertyGuru Singapore",active_listing
263 Tampines Street 21,2,3,Built: 1983,107,500066192,FALSE,FALSE,3,2,"1,152 sqft",HDB Flat,99-year Leasehold,Built: 1983,9 min (730 m) from DT33 Tampines East MRT Station,19 Mar 2026,658000,S$ 571.18 psf,S$ 571.18 psf,For Sale,S$ 571.18 psf,"Listed on Mar 19, 2026 (1h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500066192/UPHO.158752332.V550/263-Tampines-Street-21-Pasir-Ris-Tampines-Singapore.jpg,263 Tampines Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-263-tampines-street-21-500066192,3-room,518,500066192,https://www.propertyguru.com.sg/listing/hdb-for-sale-263-tampines-street-21-500066192,"263 Tampines Street 21 HDB Flat For Sale at S$ 638,888 | PropertyGuru Singapore",active_listing
135 Potong Pasir Avenue 3,2,3,Built: 1983,103,500062293,FALSE,FALSE,3,2,"1,108 sqft",HDB Flat,99-year Leasehold,Built: 1983,6 min (510 m) from NE10 Potong Pasir MRT Station,19 Mar 2026,700000,S$ 631.77 psf,S$ 631.77 psf,For Sale,S$ 631.77 psf,"Listed on Mar 19, 2026 (1h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500062293/UPHO.158693521.V550/135-Potong-Pasir-Avenue-3-Macpherson-Potong-Pasir-Singapore.jpg,135 Potong Pasir Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-135-potong-pasir-avenue-3-500062293,3-room,519,500062293,https://www.propertyguru.com.sg/listing/hdb-for-sale-135-potong-pasir-avenue-3-500062293,"135 Potong Pasir Avenue 3 HDB Flat For Sale at S$ 700,000 | PropertyGuru Singapore",active_listing
437 Fajar Road,2,3,Built: 1995,100,60237843,FALSE,FALSE,3,2,"1,076 sqft",HDB Flat,99-year Leasehold,Built: 1995,3 min (270 m) from BP10 Fajar LRT Station,19 Mar 2026,530000,S$ 492.57 psf,S$ 492.57 psf,For Sale,S$ 492.57 psf,"Listed on Mar 19, 2026 (1h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60237843/UPHO.158904689.V550/437-Fajar-Road-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,437 Fajar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-437-fajar-road-60237843,3-room,520,60237843,https://www.propertyguru.com.sg/listing/hdb-for-sale-437-fajar-road-60237843,"437 Fajar Road HDB Flat For Sale at S$ 530,000 | PropertyGuru Singapore",active_listing
337 Bukit Batok Street 34,2,3,Built: 1985,84,60226701,FALSE,FALSE,3,2,904 sqft,HDB Flat,99-year Leasehold,Built: 1985,9 min (770 m) from NS3 Bukit Gombak MRT Station,19 Mar 2026,498000,S$ 550.88 psf,S$ 550.88 psf,For Sale,S$ 550.88 psf,"Listed on Mar 19, 2026 (2h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60226701/UPHO.158471548.V550/337-Bukit-Batok-Street-34-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,337 Bukit Batok Street 34,https://www.propertyguru.com.sg/listing/hdb-for-sale-337-bukit-batok-street-34-60226701,3-room,521,60226701,https://www.propertyguru.com.sg/listing/hdb-for-sale-337-bukit-batok-street-34-60226701,"337 Bukit Batok Street 34 HDB Flat For Sale at S$ 490,000 | PropertyGuru Singapore",active_listing
91A Telok Blangah Street 31,2,3,Built: 2018,93,60095956,FALSE,FALSE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2018,12 min (960 m) from CC27 Labrador Park MRT Station,19 Mar 2026,938000,S$ 937.06 psf,S$ 937.06 psf,For Sale,S$ 937.06 psf,"Listed on Mar 19, 2026 (3h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60095956/UPHO.157119456.V550/91A-Telok-Blangah-Street-31-Harbourfront-Telok-Blangah-Singapore.jpg,91A Telok Blangah Street 31,https://www.propertyguru.com.sg/listing/hdb-for-sale-91a-telok-blangah-street-31-60095956,3-room,522,60095956,https://www.propertyguru.com.sg/listing/hdb-for-sale-91a-telok-blangah-street-31-60095956,"91A Telok Blangah Street 31 HDB Flat For Sale at S$ 938,000 | PropertyGuru Singapore",active_listing
320 Ubi Avenue 1,2,3,Built: 1984,84,60214474,FALSE,FALSE,3,2,904 sqft,HDB Flat,99-year Leasehold,Built: 1984,9 min (740 m) from DT27 Ubi MRT Station,19 Mar 2026,550000,S$ 608.41 psf,S$ 608.41 psf,For Sale,S$ 608.41 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60214474/UPHO.157977119.V550/320-Ubi-Avenue-1-Eunos-Geylang-Paya-Lebar-Singapore.jpg,320 Ubi Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-320-ubi-avenue-1-60214474,3-room,523,60214474,https://www.propertyguru.com.sg/listing/hdb-for-sale-320-ubi-avenue-1-60214474,"320 Ubi Avenue 1 HDB Flat For Sale at S$ 550,000 | PropertyGuru Singapore",active_listing
608 Elias Road,2,3,Built: 1994,149,25562337,FALSE,FALSE,3,2,"1,604 sqft",HDB Flat,99-year Leasehold,Built: 1994,16 min (1.35 km) from CP1 Pasir Ris MRT Station,19 Mar 2026,950000,S$ 592.27 psf,S$ 592.27 psf,For Sale,S$ 592.27 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25562337/UPHO.154187757.V550/608-Elias-Road-Pasir-Ris-Tampines-Singapore.jpg,608 Elias Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-608-elias-road-25562337,3-room,524,25562337,https://www.propertyguru.com.sg/listing/hdb-for-sale-608-elias-road-25562337,"608 Elias Road HDB Flat For Sale at S$ 950,000 | PropertyGuru Singapore",active_listing
439 Ang Mo Kio Avenue 10,2,3,Built: 1978,119,500047893,FALSE,FALSE,3,2,"1,281 sqft",HDB Flat,99-year Leasehold,Built: 1978,9 min (760 m) from NS16 Ang Mo Kio MRT Station,19 Mar 2026,860000,S$ 671.35 psf,S$ 671.35 psf,For Sale,S$ 671.35 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500047893/UPHO.158473590.V550/439-Ang-Mo-Kio-Avenue-10-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,439 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-439-ang-mo-kio-avenue-10-500047893,3-room,525,500047893,https://www.propertyguru.com.sg/listing/hdb-for-sale-439-ang-mo-kio-avenue-10-500047893,"439 Ang Mo Kio Avenue 10 HDB Flat For Sale at S$ 799,000 | PropertyGuru Singapore",active_listing
103 Jalan Rajah,2,3,Built: 1983,135,500072456,FALSE,FALSE,3,2,"1,453 sqft",HDB Flat,99-year Leasehold,Built: 1983,17 min (1.4 km) from NS19 Toa Payoh MRT Station,19 Mar 2026,1028000,S$ 707.50 psf,S$ 707.50 psf,For Sale,S$ 707.50 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500072456/UPHO.158845875.V550/103-Jalan-Rajah-Balestier-Toa-Payoh-Singapore.jpg,103 Jalan Rajah,https://www.propertyguru.com.sg/listing/hdb-for-sale-103-jalan-rajah-500072456,3-room,526,500072456,https://www.propertyguru.com.sg/listing/hdb-for-sale-103-jalan-rajah-500072456,"103 Jalan Rajah HDB Flat For Sale at S$ 1,028,000 | PropertyGuru Singapore",active_listing
204 Serangoon Central,2,3,Built: 1985,84,500075813,FALSE,FALSE,3,2,904 sqft,HDB Flat,99-year Leasehold,Built: 1985,5 min (390 m) from NE12 Serangoon MRT Station,19 Mar 2026,650000,S$ 719.03 psf,S$ 719.03 psf,For Sale,S$ 719.03 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500075813/UPHO.158899484.V550/204-Serangoon-Central-Hougang-Punggol-Sengkang-Singapore.jpg,204 Serangoon Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-204-serangoon-central-500075813,3-room,527,500075813,https://www.propertyguru.com.sg/listing/hdb-for-sale-204-serangoon-central-500075813,"204 Serangoon Central HDB Flat For Sale at S$ 650,000 | PropertyGuru Singapore",active_listing
619 Woodlands Drive 52,2,3,Built: 1997,95,500031202,FALSE,TRUE,3,2,"1,022 sqft",HDB Flat,99-year Leasehold,Built: 1997,14 min (1.17 km) from TE3 Woodlands South MRT Station,19 Mar 2026,559000,S$ 546.97 psf,S$ 546.97 psf,For Sale,S$ 546.97 psf,"Listed on Mar 19, 2026 (4h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500031202/UPHO.158158131.V550/619-Woodlands-Drive-52-Admiralty-Woodlands-Singapore.jpg,619 Woodlands Drive 52,https://www.propertyguru.com.sg/listing/hdb-for-sale-619-woodlands-drive-52-500031202,3-room,528,500031202,https://www.propertyguru.com.sg/listing/hdb-for-sale-619-woodlands-drive-52-500031202,"619 Woodlands Drive 52 HDB Flat For Sale at S$ 559,000 | PropertyGuru Singapore",active_listing
607 Clementi West Street 1,2,3,Built: 1979,92,500004195,FALSE,FALSE,3,2,990 sqft,HDB Flat,99-year Leasehold,Built: 1979,NA,19 Mar 2026,599000,S$ 605.05 psf,S$ 605.05 psf,For Sale,S$ 605.05 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500004195/UPHO.159028517.V550/607-Clementi-West-Street-1-Buona-Vista-West-Coast-Clementi-New-Town-Singapore.jpg,607 Clementi West Street 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-607-clementi-west-street-1-500004195,3-room,529,500004195,https://www.propertyguru.com.sg/listing/hdb-for-sale-607-clementi-west-street-1-500004195,"607 Clementi West Street 1 HDB Flat For Sale at S$ 599,000 | PropertyGuru Singapore",active_listing
685B Choa Chu Kang Crescent,2,3,Built: 2000,110,500061663,FALSE,FALSE,3,2,"1,184 sqft",HDB Flat,99-year Leasehold,Built: 2000,9 min (790 m) from NS5 Yew Tee MRT Station,19 Mar 2026,560000,S$ 472.97 psf,S$ 472.97 psf,For Sale,S$ 472.97 psf,"Listed on Mar 19, 2026 (5h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061663/UPHO.158683688.V550/685B-Choa-Chu-Kang-Crescent-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,685B Choa Chu Kang Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-685b-choa-chu-kang-crescent-500061663,3-room,530,500061663,https://www.propertyguru.com.sg/listing/hdb-for-sale-685b-choa-chu-kang-crescent-500061663,"685B Choa Chu Kang Crescent HDB Flat For Sale at S$ 560,000 | PropertyGuru Singapore",active_listing
209 Bishan Street 23,2,3,Built: 1990,103,60191530,FALSE,FALSE,3,2,"1,109 sqft",HDB Flat,99-year Leasehold,Built: 1990,12 min (980 m) from NS17 Bishan MRT Station,19 Mar 2026,868000,S$ 782.69 psf,S$ 782.69 psf,For Sale,S$ 782.69 psf,"Listed on Mar 19, 2026 (6h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60191530/UPHO.158997494.V550/209-Bishan-Street-23-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,209 Bishan Street 23,https://www.propertyguru.com.sg/listing/hdb-for-sale-209-bishan-street-23-60191530,3-room,531,60191530,https://www.propertyguru.com.sg/listing/hdb-for-sale-209-bishan-street-23-60191530,"209 Bishan Street 23 HDB Flat For Sale at S$ 868,000 | PropertyGuru Singapore",active_listing
987C Buangkok Green,2,3,Built: 2013,93,60211521,FALSE,FALSE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2013,NA,19 Mar 2026,630000,S$ 629.37 psf,S$ 629.37 psf,For Sale,S$ 629.37 psf,"Listed on Mar 19, 2026 (6h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60211521/UPHO.157905981.V550/987C-Buangkok-Green-Hougang-Punggol-Sengkang-Singapore.jpg,987C Buangkok Green,https://www.propertyguru.com.sg/listing/hdb-for-sale-987c-buangkok-green-60211521,3-room,532,60211521,https://www.propertyguru.com.sg/listing/hdb-for-sale-987c-buangkok-green-60211521,"987C Buangkok Green HDB Flat For Sale at S$ 630,000 | PropertyGuru Singapore",active_listing
773 Bedok Reservoir View,2,3,Built: 1999,115,60207240,FALSE,TRUE,3,2,"1,238 sqft",HDB Flat,99-year Leasehold,Built: 1999,8 min (680 m) from DT30 Bedok Reservoir MRT Station,19 Mar 2026,818000,S$ 660.74 psf,S$ 660.74 psf,For Sale,S$ 660.74 psf,"Listed on Mar 19, 2026 (8h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60207240/UPHO.157802164.V550/773-Bedok-Reservoir-View-Bedok-Upper-East-Coast-Singapore.jpg,773 Bedok Reservoir View,https://www.propertyguru.com.sg/listing/hdb-for-sale-773-bedok-reservoir-view-60207240,3-room,533,60207240,https://www.propertyguru.com.sg/listing/hdb-for-sale-773-bedok-reservoir-view-60207240,"773 Bedok Reservoir View HDB Flat For Sale at S$ 818,000 | PropertyGuru Singapore",active_listing
112 Bishan Street 12,2,3,Built: 1985,104,60179205,FALSE,FALSE,3,2,"1,119 sqft",HDB Flat,99-year Leasehold,Built: 1985,9 min (730 m) from NS17 Bishan MRT Station,19 Mar 2026,740000,S$ 661.30 psf,S$ 661.30 psf,For Sale,S$ 661.30 psf,"Listed on Mar 19, 2026 (14h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60179205/UPHO.158830727.V550/112-Bishan-Street-12-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,112 Bishan Street 12,https://www.propertyguru.com.sg/listing/hdb-for-sale-112-bishan-street-12-60179205,3-room,534,60179205,https://www.propertyguru.com.sg/listing/hdb-for-sale-112-bishan-street-12-60179205,"112 Bishan Street 12 HDB Flat For Sale at S$ 710,000 | PropertyGuru Singapore",active_listing
184 Bishan Street 13,2,3,Built: 1986,83,500068675,FALSE,FALSE,3,2,893 sqft,HDB Flat,99-year Leasehold,Built: 1986,11 min (960 m) from NS17 Bishan MRT Station,18 Mar 2026,800000,S$ 895.86 psf,S$ 895.86 psf,For Sale,S$ 895.86 psf,"Listed on Mar 18, 2026 (16h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500068675/UPHO.158790472.V550/184-Bishan-Street-13-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,184 Bishan Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-184-bishan-street-13-500068675,3-room,535,500068675,https://www.propertyguru.com.sg/listing/hdb-for-sale-184-bishan-street-13-500068675,"184 Bishan Street 13 HDB Flat For Sale at S$ 800,000 | PropertyGuru Singapore",active_listing
181 Jelebu Road,2,3,Built: 2003,94,500026081,FALSE,FALSE,3,2,"1,012 sqft",HDB Flat,99-year Leasehold,Built: 2003,4 min (340 m) from DT1 Bukit Panjang MRT Station,18 Mar 2026,795000,S$ 785.57 psf,S$ 785.57 psf,For Sale,S$ 785.57 psf,"Listed on Mar 18, 2026 (16h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500026081/UPHO.158023175.V550/181-Jelebu-Road-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,181 Jelebu Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-181-jelebu-road-500026081,3-room,536,500026081,https://www.propertyguru.com.sg/listing/hdb-for-sale-181-jelebu-road-500026081,"181 Jelebu Road HDB Flat For Sale at S$ 795,000 | PropertyGuru Singapore",active_listing
123 Lorong 1 Toa Payoh,2,3,Built: 1969,67,60213194,FALSE,FALSE,3,2,722 sqft,HDB Flat,99-year Leasehold,Built: 1969,4 min (310 m) from NS18 Braddell MRT Station,18 Mar 2026,350000,S$ 484.76 psf,S$ 484.76 psf,For Sale,S$ 484.76 psf,"Listed on Mar 18, 2026 (16h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60213194/UPHO.157946341.V550/123-Lorong-1-Toa-Payoh-Balestier-Toa-Payoh-Singapore.jpg,123 Lorong 1 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-123-lorong-1-toa-payoh-60213194,3-room,537,60213194,https://www.propertyguru.com.sg/listing/hdb-for-sale-123-lorong-1-toa-payoh-60213194,"123 Lorong 1 Toa Payoh HDB Flat For Sale at S$ 350,000 | PropertyGuru Singapore",active_listing
93A Telok Blangah Street 31,2,3,Built: 2018,93,500035944,FALSE,TRUE,3,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2018,10 min (800 m) from CC27 Labrador Park MRT Station,18 Mar 2026,960000,S$ 959.04 psf,S$ 959.04 psf,For Sale,S$ 959.04 psf,"Listed on Mar 18, 2026 (16h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500035944/UPHO.158281831.V550/93A-Telok-Blangah-Street-31-Harbourfront-Telok-Blangah-Singapore.jpg,93A Telok Blangah Street 31,https://www.propertyguru.com.sg/listing/hdb-for-sale-93a-telok-blangah-street-31-500035944,3-room,538,500035944,https://www.propertyguru.com.sg/listing/hdb-for-sale-93a-telok-blangah-street-31-500035944,"93A Telok Blangah Street 31 HDB Flat For Sale at S$ 960,000 | PropertyGuru Singapore",active_listing
